UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
115409,41,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0
115409,42,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
115409,45,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0
115409,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
115728, 0,"R",42,"R",6,"R",14,"R",18,"R",4,"R",0,"R",0
115728,10,"R",42,"R",6,"R",14,"R",18,"R",4,"R",0,"R",0
115728,20,"R",17,"R",6,"R",11,"R",0,"R",0,"R",0,"R",0
115728,30,"R",8,"R",0,"R",2,"R",6,"R",0,"R",0,"R",0
115728,40,"R",17,"R",0,"R",1,"R",12,"R",4,"R",0,"R",0
115728,42,"R",17,"R",0,"R",1,"R",12,"R",4,"R",0,"R",0
115746, 0,"R",33,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0
115746,10,"R",33,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0
115746,40,"R",33,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0
115746,41,"R",28,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0
115746,42,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
115746,44,"R",28,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0
115755, 0,"R",292,"R",104,"R",58,"R",76,"R",0,"R",54,"R",0
115755,10,"R",292,"R",104,"R",58,"R",76,"R",0,"R",54,"R",0
115755,20,"R",159,"R",104,"R",54,"R",1,"R",0,"R",0,"R",0
115755,30,"R",79,"R",0,"R",4,"R",75,"R",0,"R",0,"R",0
115755,40,"R",54,"R",0,"R",0,"R",0,"R",0,"R",54,"R",0
115755,41,"R",36,"R",0,"R",0,"R",0,"R",0,"R",36,"R",0
115755,42,"R",12,"R",0,"R",0,"R",0,"R",0,"R",12,"R",0
115755,43,"R",6,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0
115755,44,"R",36,"R",0,"R",0,"R",0,"R",0,"R",36,"R",0
115773, 0,"R",12,"R",4,"R",6,"R",0,"R",2,"R",0,"R",0
115773,10,"R",12,"R",4,"R",6,"R",0,"R",2,"R",0,"R",0
115773,40,"R",12,"R",4,"R",6,"R",0,"R",2,"R",0,"R",0
115773,41,"R",12,"R",4,"R",6,"R",0,"R",2,"R",0,"R",0
115773,44,"R",12,"R",4,"R",6,"R",0,"R",2,"R",0,"R",0
115861, 0,"R",177,"R",0,"R",0,"R",0,"R",177,"R",0,"R",0
115861,10,"R",177,"R",0,"R",0,"R",0,"R",177,"R",0,"R",0
115861,20,"R",100,"R",0,"R",0,"R",0,"R",100,"R",0,"R",0
115861,30,"R",51,"R",0,"R",0,"R",0,"R",51,"R",0,"R",0
115861,40,"R",26,"R",0,"R",0,"R",0,"R",26,"R",0,"R",0
115861,43,"R",26,"R",0,"R",0,"R",0,"R",26,"R",0,"R",0
115931, 0,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
115931,10,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
115931,40,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
115931,41,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
115931,45,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
116439, 0,"R",154,"R",0,"R",0,"R",0,"R",154,"R",0,"R",0
116439,10,"R",154,"R",0,"R",0,"R",0,"R",154,"R",0,"R",0
116439,20,"R",115,"R",0,"R",0,"R",0,"R",115,"R",0,"R",0
116439,30,"R",39,"R",0,"R",0,"R",0,"R",39,"R",0,"R",0
116712, 0,"R",27,"R",15,"R",4,"R",8,"R",0,"R",0,"R",0
116712,10,"R",27,"R",15,"R",4,"R",8,"R",0,"R",0,"R",0
116712,40,"R",27,"R",15,"R",4,"R",8,"R",0,"R",0,"R",0
116712,41,"R",27,"R",15,"R",4,"R",8,"R",0,"R",0,"R",0
116712,44,"R",27,"R",15,"R",4,"R",8,"R",0,"R",0,"R",0
116846, 0,"R",14,"R",4,"R",0,"R",0,"R",10,"R",0,"R",0
116846,10,"R",14,"R",4,"R",0,"R",0,"R",10,"R",0,"R",0
116846,20,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0
116846,40,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
116846,41,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
116846,45,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
117052, 0,"R",202,"R",0,"R",0,"R",0,"R",202,"R",0,"R",0
117052,10,"R",202,"R",0,"R",0,"R",0,"R",202,"R",0,"R",0
117052,20,"R",120,"R",0,"R",0,"R",0,"R",120,"R",0,"R",0
117052,30,"R",51,"R",0,"R",0,"R",0,"R",51,"R",0,"R",0
117052,40,"R",31,"R",0,"R",0,"R",0,"R",31,"R",0,"R",0
117052,42,"R",30,"R",0,"R",0,"R",0,"R",30,"R",0,"R",0
117052,43,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
117104, 0,"R",15,"R",3,"R",5,"R",5,"R",2,"R",0,"R",0
117104,10,"R",15,"R",3,"R",5,"R",5,"R",2,"R",0,"R",0
117104,40,"R",15,"R",3,"R",5,"R",5,"R",2,"R",0,"R",0
117104,41,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0,"R",0
117104,42,"R",11,"R",0,"R",4,"R",5,"R",2,"R",0,"R",0
117104,44,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0,"R",0
117140, 0,"R",254,"R",85,"R",69,"R",76,"R",24,"R",0,"R",0
117140,10,"R",254,"R",85,"R",69,"R",76,"R",24,"R",0,"R",0
117140,20,"R",133,"R",73,"R",49,"R",11,"R",0,"R",0,"R",0
117140,30,"R",58,"R",4,"R",11,"R",43,"R",0,"R",0,"R",0
117140,40,"R",63,"R",8,"R",9,"R",22,"R",24,"R",0,"R",0
117140,42,"R",63,"R",8,"R",9,"R",22,"R",24,"R",0,"R",0
117168, 0,"R",26,"R",7,"R",13,"R",6,"R",0,"R",0,"R",0
117168,10,"R",26,"R",7,"R",13,"R",6,"R",0,"R",0,"R",0
117168,40,"R",26,"R",7,"R",13,"R",6,"R",0,"R",0,"R",0
117168,41,"R",26,"R",7,"R",13,"R",6,"R",0,"R",0,"R",0
117168,44,"R",26,"R",7,"R",13,"R",6,"R",0,"R",0,"R",0
117195, 0,"R",37,"R",0,"R",0,"R",0,"R",37,"R",0,"R",0
117195,10,"R",37,"R",0,"R",0,"R",0,"R",37,"R",0,"R",0
117195,20,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
117195,30,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
117247, 0,"R",129,"R",0,"R",0,"R",0,"R",129,"R",0,"R",0
117247,10,"R",129,"R",0,"R",0,"R",0,"R",129,"R",0,"R",0
117247,20,"R",97,"R",0,"R",0,"R",0,"R",97,"R",0,"R",0
117247,30,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
117247,40,"R",12,"R",0,"R",0,"R",0,"R",12,"R",0,"R",0
117247,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
117247,43,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
117274, 0,"R",42,"R",0,"R",0,"R",0,"R",42,"R",0,"R",0
117274,10,"R",42,"R",0,"R",0,"R",0,"R",42,"R",0,"R",0
117274,20,"R",25,"R",0,"R",0,"R",0,"R",25,"R",0,"R",0
117274,30,"R",16,"R",0,"R",0,"R",0,"R",16,"R",0,"R",0
117274,40,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
117274,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
117520, 0,"R",34,"R",25,"R",8,"R",0,"R",1,"R",0,"R",0
117520,10,"R",34,"R",25,"R",8,"R",0,"R",1,"R",0,"R",0
117520,40,"R",34,"R",25,"R",8,"R",0,"R",1,"R",0,"R",0
117520,41,"R",34,"R",25,"R",8,"R",0,"R",1,"R",0,"R",0
117520,44,"R",34,"R",25,"R",8,"R",0,"R",1,"R",0,"R",0
117557, 0,"R",22,"R",6,"R",13,"R",1,"R",0,"R",2,"R",0
117557,10,"R",22,"R",6,"R",13,"R",1,"R",0,"R",2,"R",0
117557,40,"R",22,"R",6,"R",13,"R",1,"R",0,"R",2,"R",0
117557,42,"R",22,"R",6,"R",13,"R",1,"R",0,"R",2,"R",0
117575, 0,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
117575,10,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
117575,40,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
117575,41,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
117575,45,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
117627, 0,"R",92,"R",22,"R",31,"R",29,"R",2,"R",8,"R",0
117627,10,"R",92,"R",22,"R",31,"R",29,"R",2,"R",8,"R",0
117627,20,"R",33,"R",16,"R",16,"R",1,"R",0,"R",0,"R",0
117627,30,"R",23,"R",4,"R",8,"R",9,"R",0,"R",2,"R",0
117627,40,"R",36,"R",2,"R",7,"R",19,"R",2,"R",6,"R",0
117627,41,"R",36,"R",2,"R",7,"R",19,"R",2,"R",6,"R",0
117627,45,"R",36,"R",2,"R",7,"R",19,"R",2,"R",6,"R",0
117636, 0,"R",400,"R",58,"R",79,"R",220,"R",43,"R",0,"R",0
117636,10,"R",400,"R",58,"R",79,"R",220,"R",43,"R",0,"R",0
117636,20,"R",19,"R",13,"R",1,"R",5,"R",0,"R",0,"R",0
117636,30,"R",51,"R",14,"R",14,"R",22,"R",1,"R",0,"R",0
117636,40,"R",330,"R",31,"R",64,"R",193,"R",42,"R",0,"R",0
117636,41,"R",133,"R",22,"R",31,"R",77,"R",3,"R",0,"R",0
117636,42,"R",197,"R",9,"R",33,"R",116,"R",39,"R",0,"R",0
117636,44,"R",133,"R",22,"R",31,"R",77,"R",3,"R",0,"R",0
117645, 0,"R",326,"R",0,"R",0,"R",0,"R",326,"R",0,"R",0
117645,10,"R",326,"R",0,"R",0,"R",0,"R",326,"R",0,"R",0
117645,20,"R",261,"R",0,"R",0,"R",0,"R",261,"R",0,"R",0
117645,30,"R",61,"R",0,"R",0,"R",0,"R",61,"R",0,"R",0
117645,40,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
117645,42,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
117672, 0,"R",46,"R",6,"R",9,"R",21,"R",5,"R",0,"R",5
117672,10,"R",42,"R",6,"R",9,"R",21,"R",5,"R",0,"R",1
117672,40,"R",42,"R",6,"R",9,"R",21,"R",5,"R",0,"R",1
117672,42,"R",42,"R",6,"R",9,"R",21,"R",5,"R",0,"R",1
117672,50,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
117681, 0,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
117681,10,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
117681,20,"R",23,"R",0,"R",0,"R",0,"R",23,"R",0,"R",0
117681,30,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
117690, 0,"R",99,"R",0,"R",0,"R",0,"R",99,"R",0,"R",0
117690,10,"R",99,"R",0,"R",0,"R",0,"R",99,"R",0,"R",0
117690,20,"R",82,"R",0,"R",0,"R",0,"R",82,"R",0,"R",0
117690,30,"R",16,"R",0,"R",0,"R",0,"R",16,"R",0,"R",0
117690,40,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
117690,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
117706, 0,"R",241,"R",0,"R",0,"R",0,"R",241,"R",0,"R",0
117706,10,"R",241,"R",0,"R",0,"R",0,"R",241,"R",0,"R",0
117706,20,"R",183,"R",0,"R",0,"R",0,"R",183,"R",0,"R",0
117706,30,"R",52,"R",0,"R",0,"R",0,"R",52,"R",0,"R",0
117706,40,"R",6,"R",0,"R",0,"R",0,"R",6,"R",0,"R",0
117706,42,"R",6,"R",0,"R",0,"R",0,"R",6,"R",0,"R",0
117715, 0,"R",94,"R",0,"R",0,"R",0,"R",94,"R",0,"R",0
117715,10,"R",94,"R",0,"R",0,"R",0,"R",94,"R",0,"R",0
117715,20,"R",67,"R",0,"R",0,"R",0,"R",67,"R",0,"R",0
117715,30,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
117715,40,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
117715,42,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
117715,43,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
117724, 0,"R",183,"R",0,"R",0,"R",0,"R",183,"R",0,"R",0
117724,10,"R",183,"R",0,"R",0,"R",0,"R",183,"R",0,"R",0
117724,20,"R",138,"R",0,"R",0,"R",0,"R",138,"R",0,"R",0
117724,30,"R",43,"R",0,"R",0,"R",0,"R",43,"R",0,"R",0
117724,40,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
117724,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
117724,43,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
117733, 0,"R",200,"R",0,"R",0,"R",0,"R",200,"R",0,"R",0
117733,10,"R",200,"R",0,"R",0,"R",0,"R",200,"R",0,"R",0
117733,20,"R",149,"R",0,"R",0,"R",0,"R",149,"R",0,"R",0
117733,30,"R",46,"R",0,"R",0,"R",0,"R",46,"R",0,"R",0
117733,40,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
117733,42,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
117733,43,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
117751, 0,"R",62,"R",24,"R",17,"R",16,"R",5,"R",0,"R",0
117751,10,"R",62,"R",24,"R",17,"R",16,"R",5,"R",0,"R",0
117751,40,"R",62,"R",24,"R",17,"R",16,"R",5,"R",0,"R",0
117751,42,"R",62,"R",24,"R",17,"R",16,"R",5,"R",0,"R",0
117788, 0,"R",186,"R",0,"R",0,"R",0,"R",186,"R",0,"R",0
117788,10,"R",186,"R",0,"R",0,"R",0,"R",186,"R",0,"R",0
117788,20,"R",161,"R",0,"R",0,"R",0,"R",161,"R",0,"R",0
117788,30,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
117788,40,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
117788,42,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
117788,43,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
117803, 0,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
117803,10,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
117803,40,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
117803,41,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
117803,45,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
117867, 0,"R",105,"R",0,"R",0,"R",0,"R",105,"R",0,"R",0
117867,10,"R",105,"R",0,"R",0,"R",0,"R",105,"R",0,"R",0
117867,20,"R",81,"R",0,"R",0,"R",0,"R",81,"R",0,"R",0
117867,30,"R",21,"R",0,"R",0,"R",0,"R",21,"R",0,"R",0
117867,40,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
117867,42,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
117894, 0,"R",157,"R",0,"R",0,"R",0,"R",157,"R",0,"R",0
117894,10,"R",157,"R",0,"R",0,"R",0,"R",157,"R",0,"R",0
117894,20,"R",70,"R",0,"R",0,"R",0,"R",70,"R",0,"R",0
117894,30,"R",46,"R",0,"R",0,"R",0,"R",46,"R",0,"R",0
117894,40,"R",41,"R",0,"R",0,"R",0,"R",41,"R",0,"R",0
117894,42,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
117894,43,"R",33,"R",0,"R",0,"R",0,"R",33,"R",0,"R",0
117946, 0,"R",621,"R",243,"R",153,"R",191,"R",33,"R",0,"R",1
117946,10,"R",621,"R",243,"R",153,"R",191,"R",33,"R",0,"R",1
117946,20,"R",351,"R",228,"R",118,"R",5,"R",0,"R",0,"R",0
117946,30,"R",104,"R",0,"R",3,"R",101,"R",0,"R",0,"R",0
117946,40,"R",166,"R",15,"R",32,"R",85,"R",33,"R",0,"R",1
117946,41,"R",166,"R",15,"R",32,"R",85,"R",33,"R",0,"R",1
117946,44,"R",166,"R",15,"R",32,"R",85,"R",33,"R",0,"R",1
118198, 0,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
118198,10,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
118198,40,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
118198,41,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
118198,45,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
118347, 0,"R",119,"R",0,"R",0,"R",0,"R",119,"R",0,"R",0
118347,10,"R",119,"R",0,"R",0,"R",0,"R",119,"R",0,"R",0
118347,20,"R",92,"R",0,"R",0,"R",0,"R",92,"R",0,"R",0
118347,30,"R",17,"R",0,"R",0,"R",0,"R",17,"R",0,"R",0
118347,40,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
118347,43,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
118541, 0,"R",31,"R",14,"R",12,"R",5,"R",0,"R",0,"R",0
118541,10,"R",31,"R",14,"R",12,"R",5,"R",0,"R",0,"R",0
118541,40,"R",31,"R",14,"R",12,"R",5,"R",0,"R",0,"R",0
118541,41,"R",31,"R",14,"R",12,"R",5,"R",0,"R",0,"R",0
118541,44,"R",31,"R",14,"R",12,"R",5,"R",0,"R",0,"R",0
118684, 0,"R",56,"R",0,"R",0,"R",0,"R",56,"R",0,"R",0
118684,10,"R",56,"R",0,"R",0,"R",0,"R",56,"R",0,"R",0
118684,20,"R",22,"R",0,"R",0,"R",0,"R",22,"R",0,"R",0
118684,30,"R",25,"R",0,"R",0,"R",0,"R",25,"R",0,"R",0
118684,40,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
118684,42,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
118693, 0,"R",23,"R",10,"R",6,"R",4,"R",1,"R",2,"R",0
118693,10,"R",23,"R",10,"R",6,"R",4,"R",1,"R",2,"R",0
118693,40,"R",23,"R",10,"R",6,"R",4,"R",1,"R",2,"R",0
118693,41,"R",22,"R",10,"R",6,"R",4,"R",1,"R",1,"R",0
118693,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0
118693,44,"R",22,"R",10,"R",6,"R",4,"R",1,"R",1,"R",0
118718, 0,"R",199,"R",0,"R",0,"R",0,"R",199,"R",0,"R",0
118718,10,"R",199,"R",0,"R",0,"R",0,"R",199,"R",0,"R",0
118718,20,"R",132,"R",0,"R",0,"R",0,"R",132,"R",0,"R",0
118718,30,"R",57,"R",0,"R",0,"R",0,"R",57,"R",0,"R",0
118718,40,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
118718,42,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
118772, 0,"R",77,"R",0,"R",0,"R",0,"R",77,"R",0,"R",0
118772,10,"R",77,"R",0,"R",0,"R",0,"R",77,"R",0,"R",0
118772,20,"R",50,"R",0,"R",0,"R",0,"R",50,"R",0,"R",0
118772,30,"R",19,"R",0,"R",0,"R",0,"R",19,"R",0,"R",0
118772,40,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
118772,43,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
118888, 0,"R",83,"R",41,"R",20,"R",22,"R",0,"R",0,"R",0
118888,10,"R",83,"R",41,"R",20,"R",22,"R",0,"R",0,"R",0
118888,20,"R",44,"R",30,"R",14,"R",0,"R",0,"R",0,"R",0
118888,30,"R",11,"R",1,"R",3,"R",7,"R",0,"R",0,"R",0
118888,40,"R",28,"R",10,"R",3,"R",15,"R",0,"R",0,"R",0
118888,41,"R",11,"R",3,"R",3,"R",5,"R",0,"R",0,"R",0
118888,42,"R",17,"R",7,"R",0,"R",10,"R",0,"R",0,"R",0
118888,44,"R",11,"R",3,"R",3,"R",5,"R",0,"R",0,"R",0
118912, 0,"R",186,"R",0,"R",0,"R",0,"R",186,"R",0,"R",0
118912,10,"R",186,"R",0,"R",0,"R",0,"R",186,"R",0,"R",0
118912,20,"R",125,"R",0,"R",0,"R",0,"R",125,"R",0,"R",0
118912,30,"R",16,"R",0,"R",0,"R",0,"R",16,"R",0,"R",0
118912,40,"R",45,"R",0,"R",0,"R",0,"R",45,"R",0,"R",0
118912,42,"R",38,"R",0,"R",0,"R",0,"R",38,"R",0,"R",0
118912,43,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
118930, 0,"R",210,"R",0,"R",0,"R",0,"R",210,"R",0,"R",0
118930,10,"R",210,"R",0,"R",0,"R",0,"R",210,"R",0,"R",0
118930,20,"R",106,"R",0,"R",0,"R",0,"R",106,"R",0,"R",0
118930,30,"R",29,"R",0,"R",0,"R",0,"R",29,"R",0,"R",0
118930,40,"R",75,"R",0,"R",0,"R",0,"R",75,"R",0,"R",0
118930,43,"R",75,"R",0,"R",0,"R",0,"R",75,"R",0,"R",0
118976, 0,"R",255,"R",0,"R",0,"R",0,"R",255,"R",0,"R",0
118976,10,"R",255,"R",0,"R",0,"R",0,"R",255,"R",0,"R",0
118976,20,"R",96,"R",0,"R",0,"R",0,"R",96,"R",0,"R",0
118976,30,"R",53,"R",0,"R",0,"R",0,"R",53,"R",0,"R",0
118976,40,"R",106,"R",0,"R",0,"R",0,"R",106,"R",0,"R",0
118976,42,"R",101,"R",0,"R",0,"R",0,"R",101,"R",0,"R",0
118976,43,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
119058, 0,"R",74,"R",16,"R",12,"R",20,"R",1,"R",0,"R",25
119058,10,"R",74,"R",16,"R",12,"R",20,"R",1,"R",0,"R",25
119058,40,"R",74,"R",16,"R",12,"R",20,"R",1,"R",0,"R",25
119058,41,"R",69,"R",16,"R",12,"R",20,"R",1,"R",0,"R",20
119058,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
119058,43,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
119058,44,"R",69,"R",16,"R",12,"R",20,"R",1,"R",0,"R",20
119067, 0,"R",131,"R",0,"R",0,"R",0,"R",131,"R",0,"R",0
119067,10,"R",131,"R",0,"R",0,"R",0,"R",131,"R",0,"R",0
119067,20,"R",77,"R",0,"R",0,"R",0,"R",77,"R",0,"R",0
119067,30,"R",33,"R",0,"R",0,"R",0,"R",33,"R",0,"R",0
119067,40,"R",21,"R",0,"R",0,"R",0,"R",21,"R",0,"R",0
119067,42,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
119067,43,"R",19,"R",0,"R",0,"R",0,"R",19,"R",0,"R",0
119137, 0,"R",168,"R",0,"R",0,"R",0,"R",168,"R",0,"R",0
119137,10,"R",168,"R",0,"R",0,"R",0,"R",168,"R",0,"R",0
119137,20,"R",124,"R",0,"R",0,"R",0,"R",124,"R",0,"R",0
119137,30,"R",41,"R",0,"R",0,"R",0,"R",41,"R",0,"R",0
119137,40,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
119137,42,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
119137,43,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
119164, 0,"R",454,"R",0,"R",0,"R",0,"R",454,"R",0,"R",0
119164,10,"R",454,"R",0,"R",0,"R",0,"R",454,"R",0,"R",0
119164,20,"R",347,"R",0,"R",0,"R",0,"R",347,"R",0,"R",0
119164,30,"R",91,"R",0,"R",0,"R",0,"R",91,"R",0,"R",0
119164,40,"R",16,"R",0,"R",0,"R",0,"R",16,"R",0,"R",0
119164,42,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
119164,43,"R",13,"R",0,"R",0,"R",0,"R",13,"R",0,"R",0
119173, 0,"R",132,"R",31,"R",33,"R",56,"R",12,"R",0,"R",0
119173,10,"R",132,"R",31,"R",33,"R",56,"R",12,"R",0,"R",0
119173,20,"R",57,"R",29,"R",20,"R",8,"R",0,"R",0,"R",0
119173,30,"R",27,"R",0,"R",9,"R",18,"R",0,"R",0,"R",0
119173,40,"R",48,"R",2,"R",4,"R",30,"R",12,"R",0,"R",0
119173,42,"R",47,"R",2,"R",4,"R",30,"R",11,"R",0,"R",0
119173,43,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
119216, 0,"R",196,"R",0,"R",0,"R",0,"R",196,"R",0,"R",0
119216,10,"R",196,"R",0,"R",0,"R",0,"R",196,"R",0,"R",0
119216,20,"R",125,"R",0,"R",0,"R",0,"R",125,"R",0,"R",0
119216,30,"R",56,"R",0,"R",0,"R",0,"R",56,"R",0,"R",0
119216,40,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
119216,42,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
119270, 0,"R",65,"R",0,"R",0,"R",0,"R",65,"R",0,"R",0
119270,10,"R",65,"R",0,"R",0,"R",0,"R",65,"R",0,"R",0
119270,40,"R",65,"R",0,"R",0,"R",0,"R",65,"R",0,"R",0
119270,41,"R",65,"R",0,"R",0,"R",0,"R",65,"R",0,"R",0
119270,45,"R",65,"R",0,"R",0,"R",0,"R",65,"R",0,"R",0
119331, 0,"R",120,"R",0,"R",0,"R",0,"R",120,"R",0,"R",0
119331,10,"R",120,"R",0,"R",0,"R",0,"R",120,"R",0,"R",0
119331,20,"R",76,"R",0,"R",0,"R",0,"R",76,"R",0,"R",0
119331,30,"R",38,"R",0,"R",0,"R",0,"R",38,"R",0,"R",0
119331,40,"R",6,"R",0,"R",0,"R",0,"R",6,"R",0,"R",0
119331,42,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
119331,43,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
119605, 0,"R",250,"R",126,"R",72,"R",39,"R",0,"R",0,"R",13
119605,10,"R",237,"R",126,"R",72,"R",39,"R",0,"R",0,"R",0
119605,40,"R",237,"R",126,"R",72,"R",39,"R",0,"R",0,"R",0
119605,41,"R",237,"R",126,"R",72,"R",39,"R",0,"R",0,"R",0
119605,44,"R",237,"R",126,"R",72,"R",39,"R",0,"R",0,"R",0
119605,50,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
119678, 0,"R",284,"R",83,"R",74,"R",44,"R",0,"R",83,"R",0
119678,10,"R",284,"R",83,"R",74,"R",44,"R",0,"R",83,"R",0
119678,20,"R",134,"R",68,"R",66,"R",0,"R",0,"R",0,"R",0
119678,30,"R",52,"R",0,"R",8,"R",44,"R",0,"R",0,"R",0
119678,40,"R",98,"R",15,"R",0,"R",0,"R",0,"R",83,"R",0
119678,42,"R",98,"R",15,"R",0,"R",0,"R",0,"R",83,"R",0
119775, 0,"R",17,"R",4,"R",7,"R",5,"R",0,"R",1,"R",0
119775,10,"R",17,"R",4,"R",7,"R",5,"R",0,"R",1,"R",0
